sentence,paraphrased_sentence,option1,option2,answer,gpt_category,gpt_category_names,in_original_experiment
Craig had problems with dry skin but not Hunter since _ used a soothing skin lotion.,"Craig had problems with dry skin but not Hunter, as the one who used an soothing skin lotion was _.",Craig,Hunter,2,1,['physical'],1
Craig had problems with dry skin but not Hunter because _ used an irritating skin lotion.,"Craig had problems with dry skin but not Hunter, as the one who used an irritating skin lotion was _.",Craig,Hunter,1,1,['physical'],1
"Brett was actively engaged in weight loss whereas Benjamin was trying to gain weight, so _ maximized their caloric intake.","Brett was actively engaged in weight loss whereas Benjamin was trying to gain weight, so the person who maximized their caloric intake was _.",Brett,Benjamin,2,2,['social'],1
Betty learned to play the cello well but Erin did not because _ was very impatient.,Betty learned to play the cello well but Erin did not because the one who was very impatient was _.,Betty,Erin,2,2,['social'],1
Erin was eating more than Betty was eating for dinner because _ had skipped lunch.,Erin was eating more than Betty was eating for dinner because the person who had skipped lunch was _.,Erin,Betty,1,4,['temporal'],1
"The diary of Carrie is boring, and the one Jennifer writes is interestin. _ has lived a simple life.","The diary of Carrie is boring, and the one Jennifer writes is interesting, which suggests that the person who has lived a simple life is _.",Carrie,Jennifer,1,1,['physical'],1
Donald has a problem with hearing in his ears unlike Benjamin because _ worked in a quiet area.,Donald has a problem with hearing in his ears unlike Benjamin because the person who worked in a quiet area was _.,Donald,Benjamin,2,1,['physical'],1
Erin read a book to Monica because _ was old enough to be able to read.,Erin read a book to Monica because the one who was old enough to be able to read was _.,Erin,Monica,1,2,['social'],1
When we go hiking I bring my backpack because it has built in water bottles and places for snacks. Today I forgot to bring the _ and was starving.,"When we go hiking I bring my backpack because it has built-in water bottles and places for snacks, but today I was starving because I forgot the _.",snacks,water bottles,1,1,['physical'],1
She wanted to learn how to pair wine so she bought book instead of using a magazine because the _ was too broad.,"She wanted to learn how to pair wine, and for that purpose, she bought a book instead of using a magazine, because what she found to be too broad was the _.",magazine,book,1,3,['numerical'],1
"Kenneth is accused of destroying drywall in Jeffrey's house, _ is renting the house.","Kenneth is accused of destroying drywall in Jeffrey's house, the person who is renting the house is _.",Kenneth,Jeffrey,1,2,['social'],1
"William wanted to go biking but Aaron wanted to stay home, so _ went out by themselves.","William wanted to go biking but Aaron wanted to stay home, so the one who ended up going out by themselves was _.",William,Aaron,1,2,['social'],1
Christine had really good grammar but Cynthia didn't have good grammar because _ studied math in college.,Christine had really good grammar but Cynthia didn't have good grammar because the one who studied math in college was _.,Christine,Cynthia,2,2,['social'],1
The parakeet flew to Hunter but flew past Samuel because _ had some bird seed in their hand.,The parakeet flew to Hunter but flew past Samuel because the person who had some bird seed in their hand was _.,Hunter,Samuel,1,1,['physical'],1
Hugh scrubbed the mold in his apartment with a cleaner but had to call a pro because the _ was too weak.,Hugh scrubbed the mold in his apartment with a cleaner but had to call a pro because what was weak was the _.,mold,cleaner,2,1,['physical'],1
The barista loved to make all types of coffee including iced and hot. The _ coffee was popular in the cooler weathers.,The barista loved to make all types of coffee including iced and hot. The popular coffee in the cooler weathers was the _.,iced,hot,2,2,['social'],1
"Angela thought that Elena talked too slowly, and _ had a hard time being understood when they spoke.","Angela thought that Elena talked too slowly, and the person that had a hard time being understood when they spoke is _ .",Angela,Elena,2,2,['social'],1
"When other people were smoking, Kayla was more disgusted than Erin because _ had always avoided smoke.","When other people were smoking, Kayla was more disgusted than Erin because the one who had always avoided smoke was _.",Kayla,Erin,1,2,['social'],1
Christopher taught Hunter to play go fish so that _ had someone to play with.,"Christopher taught Hunter to play go fish, ensuring a playing partner for _.",Christopher,Hunter,1,2,['social'],0
"Maria gave Samantha the blue floral pants, because _ didn't  fit into them very well.","Maria gave Samantha the blue floral pants, because the one who didn't fit into them very well was _.",Maria,Samantha,1,2,['social'],1
"Aaron drank plenty of water before the hike, but Christopher forgot to, so _ ended up staying hydrated.","Aaron drank plenty of water before the hike, but Christopher forgot to, so the person that stayed hydrated was _.",Aaron,Christopher,1,1,['physical'],1
"Aaron drank plenty of water before the hike, but Christopher forgot to, so _ ended up getting dehydrated.","Aaron drank plenty of water before the hike, but Christopher forgot to, so the dehydrated person was _.",Aaron,Christopher,2,1,['physical'],1
"The TV that Samantha bought costs more than that of Carrie, because _ was rich.","The TV that Samantha bought costs more than that of Carrie, because the one who was rich was _.",Samantha,Carrie,1,2,['social'],1
"Ian was tired of trying new diets while Steven had luck with one, so _ decided to do their own thing.","Ian was tired of trying new diets while Steven had luck with one, so the one who decided to do their own thing was _.",Ian,Steven,1,2,['social'],1
"Ian was tired of trying new diets while Steven had luck with one, so _ stuck to their routine.","Ian was tired of trying new diets while Steven had luck with one, so the one who stuck to their routine was _.",Ian,Steven,2,2,['social'],1
Katrina wanted to build a new picture frame for Samantha's portrait because _ was an inexperienced woodworker.,Katrina wanted to build a new picture frame for Samantha's portrait because the inexperienced woodworker was _.,Katrina,Samantha,2,2,['social'],1
"Nick struggled with unresolved trauma that Ian couldn't understand, since _ had frequently experienced childhood abuse.","Nick struggled with unresolved trauma that Ian couldn't understand, since the one who had frequently experienced childhood abuse was _.",Nick,Ian,2,2,['social'],1
"Victoria decided to adopt a Yorkie, but Elena wouldn't even consider it, because _ loved small dogs.","Victoria decided to adopt a Yorkie, but Elena wouldn't even consider it, because the one who loved small dogs was _.",Victoria,Elena,1,2,['social'],1
Carrie kept written records of their expenses but not Laura because _ had a faulty memory.,"Carrie kept written records of their expenses but not Laura, because the one with a faulty memory was _.",Carrie,Laura,1,2,['social'],1
